MOVIE_TITLE;RELEASE_YEAR;RATING_AVG;RATING_CRITICS;RATING_AUDIENCE;VOTES_COUNT
Return of the Seven;1966;4,8;5;5;18
Die Sieger;1994;6,5;6;7;3
Breakheart Pass;1975;6,9;7,4;6;39
Judith;1965;4,8;4;6;5
Vibes;1988;4,5;4,67;4;13
Face of a Fugitive;1959;6,5;6;7;6
Le spie amano i fiori;1966;3,8;4;4;7
Il conte Dracula;1974;5,1;5;5;36
Windsurf;1984;3,4;2,5;4;7
A Little Romance - I Love You, je t'aime;1979;7;6;8;3
Roberta;1935;8;8;8;6
Il testimone deve tacere;1974;4,4;4,33;5;9
Un fiocco nero per Deborah;1974;5,8;5,33;6;9
A Dangerous Woman;1993;6,5;6,25;7;13
Sneakers;1992;5,9;5,8;6;76
Zulu;1964;6,7;6;7;27
Cuori senza frontiere;1950;6;5,5;7;17
Lo sbaglio di essere vivo;1945;5,6;4,67;7;7
They Shoot Horses, Don't They?;1969;8,3;8,32;8;84
Quella carogna dell'ispettore Sterling;1968;4,4;3,67;5;9
Thunder Heart;1992;5,5;5,33;6;25
Scanners;1980;7,4;7,25;8;207
Night Shift;1982;6;6;6;7
Cyborg Cop 2;1994;7,5;5;10;4
Reckless;1983;6,5;6;7;7
Il mio nome e Shanghai Joe;1974;6,3;4,5;8;8
The General;1926;8,5;9,15;8;122
Ercole contro i figli del sole;1964;3,2;3;3;9
La veuve Couderc;1971;7,3;7,57;7;47
The Most Dangerous Game;1932;7,6;7,71;8;39
Il giovedi;1963;7,5;7,56;7;74
Days of Wine and Roses;1962;7,7;7,93;8;52
Mayrig;1992;7,5;6;9;3
Meet Me In Las Vegas;1956;8;8;8;4
The Company of Wolves;1984;7,4;7,86;7;81
Napoli milionaria;1950;7,3;7,13;8;28
Pride of the Marines;1945;7,8;8;8;5
The Best Years of Our Lives;1946;8;7,75;8;82
Il bandito;1946;7,3;7,64;7;56
Bello onesto emigrato Australia sposerebbe...;1971;6,9;6,77;7;120
Giulio Cesare, il conquistatore delle Gallie;1963;4;3;5;3
Milano violenta;1976;5,8;5,5;6;36
Madame Sans-Gene;1961;5,1;6;4;12
Harlem Nights;1989;4,6;4,4;5;15
Return to Snowy River;1988;6,3;6;7;4
Soylent Green;1973;7,7;7,63;8;125
Dark Passage;1947;8,4;8,27;9;98
The Fearless Vampire Killers;1968;7,3;7,48;7;151
Le ragazze di Piazza di Spagna;1952;7,2;6,89;8;29
Eversmile, New Jersey;1989;7,3;6;9;5
The Woman in Red;1984;6;5,8;6;104
Till the Clouds Roll By;1946;7,3;8;7;6
La passante du Sans Souci;1982;6,1;6,25;6;5
L'arcidiavolo;1966;5,8;5,63;6;28
Brancaleone alle Crociate;1970;7,3;7,07;8;142
Travels with My Aunt;1972;7,6;7,5;8;17
La tigre venuta dal fiume Kwai;1973;3,5;4;3;4
Professor Kranz tedesco di Germania;1978;5,1;5,5;5;28
Timestalkers;1987;5,3;6;5;6
Men of War;1993;5,2;5;5;12
I soliti ignoti;1958;8,8;8,82;9;439
Ultimo tango a Zagarol;1973;5,9;5,75;6;45
Cimarron;1960;6,4;6,71;6;42
Decision Before Dawn;1951;7,5;7;8;7
Der oel Prinz;1966;4,4;4;5;6
A Place to Be Loved;1993;7;6;8;3
Scanners II: The New Order;1990;4,5;4;5;16
Short Cuts;1993;8,3;8,78;8;213
Waterloo;1970;7,2;7,17;7;35
Il sergente Rompiglioni diventa... caporale;1975;4,4;4;5;14
Indiscreet;1958;7,3;7,56;7;58
Project X;1971;6,2;6;6;9
Red Garters;1954;6;6;6;3
I fratelli corsi;1961;5,5;4;7;3
Freefall;1994;4;4;4;7
Io, Chiara e lo Scuro;1982;6,8;6,88;7;84
By Love Possessed;1961;5,7;6;5;6
Uno scugnizzo a New York;1984;3,5;3,67;3;23
La belle noiseuse;1991;7,3;7,42;7;37
High Time;1960;5,5;6;5;3
MacArthur;1977;6;6;6;19
All the Vermeers in New York;1990;6,8;6,5;7;10
Anzio;1968;5,4;5,5;5;26
Good Day for a Hanging;1959;6,2;6;6;7
Heat;1987;6,8;6;8;7
Boeing Boeing;1965;6,2;6,5;6;22
Beiqing chengshi;1989;8,2;8,67;8;26
Una pura formalita;1994;7,5;7,28;8;228
I tre corsari;1952;4,2;4,33;4;10
Paolo il freddo;1974;6;6;6;25
Travolti da un insolito destino nell'azzurro mare di agosto;1974;7,2;7,2;7;187
London Kills Me;1991;6,7;6;7;4
Freaked;1993;5,2;6;4;17
Sotto il ristorante cinese;1986;5,9;5,6;6;18
Adieu l'ami;1968;7,4;7,78;7;48
Garde a vue;1981;7,8;8;8;29
Passed Away;1992;8;8;8;3
I due figli di Ringo;1967;5,8;5,6;6;21
Si muore solo una volta;1967;2,4;3;2;9
Veneri in collegio;1965;4,1;4;4;8
La grande guerra;1959;9;9;9;300
Il corsaro nero;1971;4,5;3,75;5;21
Hawk the Slayer;1982;5,3;4;7;3
I Will Fight No More Forever;1975;7,4;7,5;7;12
Padella calibro 38;1973;4;4;4;4
L'isola del tesoro;1972;5,9;6;6;16
The Patsy;1964;7,5;7,83;7;26
Will Success Spoil Rock Hunter?;1957;6,7;6;7;12
Thunder in the Sun;1959;6,1;6;6;6
Doc Savage: The Man of Bronze;1975;5,7;5,33;6;5
The Purple Plain;1954;7,2;7,67;7;24
The Wild Women of Chastity Gulch;1982;6,8;6;8;3
The Deadly Bees;1966;6,5;7;6;7
Django;1966;7;7;7;157
Butterflies Are Free;1972;6,8;6;8;7
Just for You;1952;6;6;6;3
You Can't Take It with You;1938;7,8;7,79;8;52
Johnny Tremain;1957;5,8;6;6;4
Papa diventa mamma;1952;6,4;6;7;23
Juke Box, urli d'amore;1960;3,2;3,33;3;5
Fortunella;1957;4,7;5;4;11
Homer and Eddie;1989;6,8;6;8;5
Creepshow;1981;6,8;6,43;7;117
Le belle famiglie;1964;5,1;4,57;6;18
E permesso maresciallo?;1958;3,8;3,5;4;8
Warlock;1959;7,6;7,86;7;77
Roma a mano armata;1976;6,3;6;7;78
Houdini;1953;6,4;6;7;23
A Night in the Life of Jimmy Reardon;1988;4,8;5;5;8
When a Stranger Calls Back;1993;6,7;6;7;5
Mayerling;1968;6,3;6,5;6;9
Noi duri;1960;5,5;5;6;29
Ransom;1975;5,9;5,33;6;11
Comanche Station;1960;8;8,33;8;28
Song of the Thin Man;1947;5,4;4;7;6
Love Is a Racket;1932;6,2;6,33;6;11
La visione del Sabba;1987;6,1;6,67;6;29
Marie Antoinette;1938;7;7;7;8
The Conspirators;1944;6;6;6;4
Night Moves;1975;7,8;8,15;7;106
The Silencers;1966;6,3;6,5;6;8
San Antonio;1945;6;6;6;4
La voie lactee;1969;8,2;8,32;8;130
Il sorpasso;1962;8,9;9,12;9;446
Ciccio perdona... io no!;1968;5,7;5,67;6;30
Romanzo d'amore;1950;5,5;4;7;4
North Shore;1987;5,5;6;5;3
The Busy Body;1967;5,3;6;5;3
Fra' Manisco cerca guai;1961;3,3;2,67;4;10
The Proud and the Profane;1956;6,5;6;7;3
Pronto ad uccidere;1976;5,1;5;5;14
Suspicion;1941;8;8,05;8;187
Cool World;1992;4,9;4,6;5;35
Deep Star Six;1989;5,1;5,14;5;20
Mani di fata;1983;5,8;5,8;6;71
Il prezzo della gloria;1955;6,5;3;10;3
The Caddy;1953;6,2;6;6;11
Ieri, oggi, domani;1963;6,8;6,57;7;148
The Delicate Delinquent;1956;7,4;7,33;8;12
Creepshow 2;1987;6,5;6,75;6;47
Judgement Night;1993;6,7;6,5;7;36
Sniper;1993;5,7;5,33;6;12
The King of Kickboxers;1991;8;6;10;3
The Counterfeit Traitor;1962;7;7,5;7;13
Slaughter of the Innocents;1993;5;5;5;7
Mosby's Marauders;1967;6,3;4;9;3
Rockabye;1932;6,3;6,5;6;4
La poliziotta a New York;1981;3,5;3;4;33
Le motorizzate;1963;5,2;4,4;6;22
Esterina;1959;4,9;4;6;14
Mafioso;1962;7,8;7,86;8;57
La morte cammina con i tacchi alti;1972;5,1;5;5;29
His Majesty O'Keefe;1954;6,3;6;7;15
The Sandpiper;1965;4,3;4;5;7
Ci troviamo in galleria;1953;5;5,57;4;15
Teenage Mutant Ninja Turtles II - The Secret of Ooze;1991;5,2;4,6;6;23
I prepotenti;1958;6,3;5,4;7;16
Once Around;1991;5,8;6;6;10
The Sell-Out;1976;6,5;6;7;3
A Man Alone;1955;6;6;6;8
Salem's Lot: the Movie;1979;5,6;5,27;6;48
Alive;1992;5,9;5,71;6;76
Piedone d'Egitto;1980;5,1;5,2;5;53
Buddy Buddy;1982;7,4;6,69;8;83
Ferragosto in bikini;1961;2,9;3;3;7
A Divina Comedia;1991;7,4;7,83;7;16
Intrigo a Taormina;1960;3,8;4;4;9
Beau Geste;1939;7,7;7,67;8;20
Due mafiosi nel Far West;1964;6,4;6;7;19
Le coppie;1971;5,5;5,43;6;25
Ator l'invincibile;1982;5;6;4;6
California Holiday/Spinout;1966;5,9;7;5;7
C'era una volta;1967;5,9;5,67;6;47
Rugantino;1973;5,5;6;5;49
Peccati d'estate;1962;4,5;4;5;5
Das letzte U-Boot;1990;7,5;6;9;3
Perche quelle strane gocce di sangue sul corpo di Jennifer?;1973;5,3;4,5;6;40
Heart and Souls;1993;5,9;5,33;6;34
Ticks;1993;5,4;4;7;8
Costa Azzurra;1959;4,2;3,75;5;27
Three Ring Circus;1954;5,9;5,33;6;11
La captive du desert;1989;6,5;6;7;12
Square Triangle - Flight Pat - Kill Straker;1972;5,8;6;6;11
Dr. M;1990;5,8;5,33;6;11
Dogfight;1991;7,7;8,25;7;15
Mrs. Soffel;1984;6,1;6;6;8
Flying Down to Rio;1933;6,3;6,83;6;13
Johnny Reno;1966;6,2;6;6;6
Battling for Baby;1992;8;6;10;3
The Aviator;1985;4,9;5;5;7
American Guerrilla in the Philippines;1950;5,8;6,25;5;12
De Mayerling a Sarajevo;1940;7,2;8;6;4
Le tardone;1963;4,9;4;6;9
Il secondo tragico Fantozzi;1976;7,9;8,08;8;308
The Professionals;1966;7,5;7,75;7;100
Passport to Murder;1993;8;6;10;3
Heartbeat;1993;8;6;10;3
Ensayo de un crimen;1955;7,9;7,8;8;65
Assassinio sul Tevere;1979;5,6;4,88;6;47
Valentino;1977;7,4;7,57;7;16
The Texican;1966;6,3;6;7;4
The Ambushers;1968;4,3;4;5;7
Cisco Pike;1972;7,1;8;6;26
Milano calibro 9;1972;7,5;7,77;7;212
Accadde al commissariato;1954;5,5;5,09;6;44
On Wings of Eagles;1986;6,3;6;7;3
The Little Girl Who Lives Down the Lane;1976;7,4;7,8;7;28
Coneheads;1993;5,4;5,5;5;15
Rigoletto e la sua tragedia;1956;6;6;6;3
Bad Dreams;1988;6;6;6;10
Tre croci per non morire;1968;3,8;4;4;8
The Thin Man;1934;8,1;8,4;8;44
The Awful Truth;1937;8,2;8,38;8;55
The Karate Kid;1984;7;7,08;7;173
House;1985;5,4;5,17;6;32
The Disorderly Orderly;1964;7,4;7,6;7;26
Le cameriere;1959;5;6;4;5
Project X;1987;6,8;8;6;12
Le bambole;1964;5,6;5;6;16
I due maghi del pallone;1970;5,7;5,5;6;34
The Secret of the Incas;1954;5,4;6;5;8
Femmine tre volte;1957;5,6;6,5;5;7
Non si sevizia un paperino;1973;7,6;7,41;8;225
Tradimento;1982;5,1;4,5;6;11
Intruders;1992;6,6;8;5;10
Gettysburg;1993;6,7;7;6;43
Franco e Ciccio... ladro e guardia;1970;5,2;5,33;5;22
Trapped;1989;7;6;8;3
Gardens of Stone;1987;7,3;7,17;7;54
Hot to Trot;1988;5,3;4;7;4
Smith!;1969;5,2;6;4;6
La battaglia di Algeri;1966;8,3;8,41;8;186
Son of Flubber;1963;6,3;6;7;8
A Woman Under the Influence;1974;8,3;8,47;8;77
Kill Straker, a Question of Priorities;1971;5,2;4;6;18
The Haunted;1991;5,7;6;5;10
Guardatele, ma non toccatele;1959;3,2;4;2;5
Death Wish;1974;6,3;5,73;7;83
The Great Missouri Raid;1950;6;6;6;3
Stage to Thunder Rock;1964;5,7;6;5;4
Smokey and the Bandit Ride Again;1980;5,2;5,33;5;5
The White Cliffs of Dover;1944;6,5;6;7;4
Bachelor in Paradise;1961;4,6;4;5;6
This Property Is Condemned;1966;7,4;7,63;7;41
The Wrecking Crew;1968;4,3;4;5;14
Thirty-Two Short Films About Glenn Gould;1993;7;7,33;7;10
Stangata in famiglia;1976;3,2;3;3;14
Geheimaktion schwarze Kapelle;1959;6,6;6;7;14
Tristana;1970;8;8,18;8;65
The Concierge;1993;5,5;5,5;6;46
A Home for Our Own;1993;6,3;6;7;17
Giuramento;1982;4,8;4;6;13
The Three Musketeers;1993;5;4,5;5;39
A Special Magnum for Tony Saitta;1976;5,3;4,33;6;14
Casotto;1977;7,3;7,8;7;143
Re-Animator 2;1990;6,2;6,25;6;33
The Violent Men;1955;6;6;6;12
Critters;1986;5,5;5,5;6;27
A Tale of Five Cities;1951;5,5;6;5;4
Sansone;1961;5,5;3;8;3
La ballerina e il buon Dio;1958;6,1;6;6;13
L'oro di Napoli;1954;7,9;7,63;8;99
Parent Trap III;1989;5;4;6;4
I 2 sergenti del generale Custer;1965;5,4;5,5;5;22
Sepolta viva;1973;4,2;3,75;5;10
The Dark at the Top of the Stairs;1960;6,8;6,5;7;6
Mordi e fuggi;1973;6,3;6,43;6;17
Topper;1937;7,1;7,75;7;16
Polvere di stelle;1973;5,9;5,9;6;93
Picnic;1955;7,6;7,58;8;48
El valle de las espadas;1963;5,9;6;6;5
All That Heaven Allows;1955;7,8;7,75;8;65
Untamed;1955;6,2;7;5;11
Paper Moon;1973;7,9;8,2;8;72
The Night of the Hunter;1991;7;6;8;3
Something Wicked This Way Comes;1983;7,1;7,33;7;16
Celebrita;1981;3,5;2,25;5;10
Dave;1993;6,9;7,08;7;80
Mr. Wonderful;1993;5;4;6;22
Sister Act 2 - Back in the Abit;1993;4,6;3,9;5;78
Tutti a casa;1960;8,3;8,4;8;144
Naked;1993;7,6;7,27;8;53
Cry Freedom;1987;6,6;6,5;7;44
Sjecas li se, Dolly Bell;1981;7;7,33;7;43
The Kiss;1988;5,8;6;6;6
Valley of the Dolls;1967;5,2;5;5;8
Birdman of Alcatraz;1962;8,1;8;8;75
Dead Reckoning;1990;8;6;10;3
Fresa y chocolate;1993;7,3;7,6;7;33
Sorcerer;1977;8,2;8,41;8;104
The Stooge;1952;5,1;5;5;10
Sposi;1987;5,5;5,25;6;23
La donna del lago;1965;6,8;6,17;7;25
The Eye of the Neddle;1981;7,2;7;7;90
No Way to Treat a Lady;1968;7;6,5;8;10
Islands in the Stream;1977;6,9;8;6;5
The Lady Takes a Flyer;1958;5,3;6;5;6
Il venditore di palloncini;1974;4,3;3;6;8
I padroni della citta;1976;6,2;6,67;6;39
Dead Ringers;1988;8,3;8,43;8;246
Once in a Lifetime;1994;7;4;10;3
A Challenge for Robin Hood;1968;4,5;4;5;4
The Incredible Journey;1963;6,3;6;7;13
L'etudiante;1988;4,1;4;4;13
La fortuna di essere donna;1956;6;6;6;17
Death Ship;1980;4,4;4;5;13
Major Dundee;1964;7,3;7,44;7;87
Lo studente;1982;3,6;2,5;5;12
Carcerato;1981;4,9;4;6;10
Lost in Africa;1994;4,5;4;5;3
Station West;1948;5,7;5,5;6;16
One Hundred Rifles;1969;6,3;6;7;5
The King and Four Queens;1956;6,7;7;6;18
Hard Target;1993;6,1;6,27;6;74
Che!;1969;5;4;6;3
Blood on the Arrow;1964;5;4;6;3
Going Hollywood;1933;6;6;6;4
Good Guys Wear Black;1977;5,8;4,33;7;6
Dogtags;1985;5,8;3,5;8;4
No Minor Vices;1948;4,3;4;5;4
La venexiana;1985;3,9;3,6;4;30
Il vichingo venuto dal Sud;1971;4,7;3,33;6;18
Addams Family Values;1993;6,4;6,29;6;100
Hocus Pocus;1993;5,8;5,33;6;50
Heaven & Earth;1993;6,7;6,33;7;28
Love and Human Remains;1994;6,6;6,71;6;17
Martha;1973;8,1;8,17;8;63
Noyade interdite;1987;5,4;6;5;16
Apprentice for Murder;1987;5,1;6;4;7
Amore all'italiana. I superdiabolici;1966;4,9;4;6;19
The Man Who Came to Dinner;1942;7;7,5;7;12
Son of Paleface;1952;7,5;8;7;5
Le corbeau;1943;8,5;8,39;9;76
Angel Face;1953;7,6;7,85;7;61
La principessa delle Canarie;1955;3,7;3,33;4;11
I carabbinieri;1981;4,6;4,5;5;26
Mr Klein;1976;7,7;8,05;7;79
Last Embrace;1979;7;7,44;7;57
Dazed and Confused;1993;6,7;7;6;56
The Tresaure of the Amazon;1983;5;4;6;3
Foul Play;1978;6,5;6;7;5
The Four Musketeers: The Revenge of Milady;1975;7,4;7,75;7;23
City Streets;1931;7,5;8,5;7;8
Lo scopone scientifico;1972;8,1;8,17;8;121
Star;1993;7,3;6;9;5
La settimana al mare;1981;3,2;2,25;4;16
Una botta di vita;1988;5,7;5,83;6;46
The Laughing Policeman;1973;6,7;6,33;7;27
Lacrime napulitane;1981;4,2;4,25;4;13
The Man with One Red Shoe;1985;5,4;5;6;15
The Butcher's Wife;1991;4,8;5;5;8
They Came to Cordura;1959;5,9;6;6;34
Bloodrun;1994;7,2;6;8;4
Los amigos;1973;4,7;4,75;5;20
The Stepford Wives;1974;7,2;8;6;27
Housesitter;1991;6,1;5,71;6;44
La traviata;1967;5,5;5;6;3
The Crow;1994;7,1;6,85;7;321
The Glass Shadow;1993;6,5;6;7;4
Guilty As Sin;1993;6,2;6,25;6;16
Before the Rain;1994;7,1;6,75;8;44
The Good Guys and the Bad Guys;1969;5,4;5,5;5;22
Jumping Jacks;1952;7,1;6,67;8;8
Infelici e contenti;1992;4,9;4,88;5;90
Blossoms in the Dust;1941;5,7;6,33;5;6
Marguerite de la nuit;1955;5,6;6,33;5;8
Dom za vesanje;1988;7,4;7,1;8;56
The Brave Little Toaster;1987;8,3;8;9;4
Brainstorm;1983;6,5;6,17;7;17
Batman: Mask of the Phantasm;1993;7,1;7;7;19
Ultimate Desire;1993;7;6;8;3
Chiari di luna;1988;4,2;3,5;5;10
Due mafiosi contro Al Capone;1965;6,2;5,8;7;24
Il cavaliere del castello maledetto;1959;3,9;3;5;7
Il magnifico gladiatore;1964;2;2;2;3
Justice est faite;1950;7,4;7,5;7;5
Il bestione;1974;6;6;6;27
La bionda;1993;4,8;5,33;4;7
Riusciranno i nostri eroi a ritrovare l'amico misteriosamente scomparso in Africa?;1968;6,8;7;7;110
Pure Luck;1991;6;6;6;9
Excessive Force;1993;6,8;6;8;5
Year of the Comet;1992;5,5;5;6;11
Dirty Dingus Magee;1970;6,1;6;6;8
The Crucifer of Blood;1991;5,8;6;6;3
Hellbound;1993;3,6;3,4;4;17
Thunder over Arizona;1956;5,5;6;5;3
Someone She Knows;1994;5;4;6;3
Electric Dreams;1984;5,7;6;5;16
Bodies, Rest & Motion;1993;6,5;8;5;3
Look Who's Talking Now;1993;4,8;5;5;56
I Love Man in Uniform;1993;6,8;6;8;6
Money from Home;1954;4,5;5;4;3
Another Country;1984;7,3;7,56;7;38
Roar;1981;6,7;6;7;4
Ehrengard;1982;6,4;7,5;5;7
I due magnifici fresconi;1969;4;4;4;12
Der Tod des Empedokles;1986;7,8;7,5;8;3
Fahrenheit 451;1966;7,7;7,6;8;201
Wind Across the Everglades;1958;7,2;8;6;9
The Swiss Conspiracy;1977;5,5;6;5;3
The Rose and the Jackal;1990;5,3;6;5;3
Tha Ballad of Cable Hogue;1970;7,8;8,09;7;144
East of Eden;1955;8;8,12;8;138
Deathtrap;1982;7,3;7,67;7;48
Cactus Flower;1969;7,2;7,08;7;99
Mac;1992;7,2;7,25;7;13
L'Ave Maria;1982;4,3;2,5;6;7
Mystery Date;1991;5,2;5;5;5
Ulisse;1953;7,1;6,8;7;102
La bamba;1987;7,1;7;7;35
Broken Lance;1954;7,7;7,83;8;48
A double tour;1959;6,6;6,63;7;19
Viaggio in Italia;1954;7,8;8,72;7;103
Billy the Kid;1930;6,8;6;8;3
This Child is Mine;1985;8;6;10;3
Tom & Viv;1994;3,9;4;4;10
Per un pugno di dollari;1964;8,3;8,23;8;477
The Joy Luck Club;1993;7,3;8;7;19
The Age of Innocence;1993;7,5;7,63;7;274
Storyville;1992;5,1;4;6;6
In the Line of Fire;1993;7,2;7,58;7;166
In the Name of the Father;1994;7,9;7,76;8;228
Scared Stiff;1952;6,5;6;7;10
Night and Day;1946;5,6;5,75;6;24
The Savage Innocents;1960;5,8;5,5;6;23
The Miracle;1959;5,1;4,75;5;11
Redl ezredes;1984;6,3;6;7;6
Anastasia, mio fratello;1973;5,8;5,44;6;27
Pane, amore e Andalusia;1957;4,2;4,25;4;19
Made in America;1993;4,7;4,67;5;25
Soldier of Fortune;1955;6,2;6;6;6
Queen's Logic;1991;5,6;7;4;9
Koyaanisqatsi;1982;8,3;8;9;61
Brazil;1985;7,9;8,12;8;389
Choices;1986;7;4;10;3
Il motorino;1983;2,5;2;3;4
Una giornata particolare;1977;8,3;8,29;8;266
Home Alone 2: Lost in New York;1992;5,2;4,46;6;168
Fontana di Trevi;1960;3;3;3;6
Racconti d'estate;1958;5,7;5,78;6;42
Zandalee;1991;3;2;4;21
House of Cards;1993;4,8;4,67;5;18
Ci hai rotto papa;1993;3,5;3,4;4;35
The Good Woman of Bangkok;1991;6,5;7;6;6
Huang Tudi;1985;6,8;7,5;6;6
National Lampoon's Loaded Weapon;1993;6,3;6,14;6;35
Dead Again;1992;6,5;6,63;6;63
Altri tempi;1952;6,4;6;7;24
Justine;1969;5,6;4,5;7;6
The Gambler;1975;8,2;8,33;8;11
The People Against O'Hara;1951;6,3;7;6;5
It's a Great Feeling;1949;5,5;6;5;3
My Dream Is Yours;1949;5,5;6;5;3
American Ninja V;1992;7;4;10;4
Task Force;1949;6,3;6;7;8
The Super Cops;1973;7;6;8;5
Born to Win;1971;6,9;7;7;22
I Love Trouble;1994;5,4;5,33;5;29
Jurassic Park;1993;7,4;7,54;7;459
Flesh and Bone;1993;6,9;7,5;6;20
The Adventures of Priscilla, Queen of the Desert;1994;7,4;7,58;7;116
Father Hood;1993;4;4;4;13
Two-Fisted Tales;1993;7,4;8;7;11
Flashpoint;1984;5,4;5;6;8
Chitty Chitty Bang Bang;1968;7,1;8;6;9
Under Fire;1983;7,4;7,83;7;40
Non e vero... ma ci credo;1952;5,8;6;6;14
The Last Temptation of Christ;1988;7,6;7,5;8;204
Assi alla ribalta;1959;3;4;2;4
Star Trek V. The Final Frontier;1989;4,7;4,33;5;49
That's Entertainment!;1974;8,2;8;8;8
Holiday in Mexico;1946;5,3;6;5;3
A League of Their Own;1992;6,4;6,38;6;67
Primo amore;1978;6,2;5,8;7;56
The Left Hand of God;1955;6,7;7;6;12
Saint Jack;1979;7,2;6,8;8;11
Magnificat;1993;6,8;7;7;52
L'ultima volta insieme;1981;4,3;2;7;6
Black Magic;1947;6,2;6,33;6;6
True Believer/Fighting Justice;1988;6,3;6;7;15
Babies;1990;7;4;10;3
Boxing Helena;1993;3,7;3,67;4;38
White Men Can't Jump;1992;6,3;6,5;6;36
Year of the Gun;1991;2,9;3;3;16
Gotcha!;1985;5,9;6;6;15
That Night;1992;6,2;5;7;8
Alex and the Gipsy;1976;6;5;7;3
The Fly;1986;8,1;8,06;8;353
The Trouble with Angels;1966;5,7;6;5;9
The Last Hurrah;1958;7,7;7,73;8;21
The Dressmaker;1988;7;7;;3
Cool Runnings;1993;5,6;4;7;36
La Reine Margot;1994;6,6;6,67;7;40
El Mariachi;1992;7,3;7,31;7;164
Somebody to Love;1994;4;4;4;3
No Child of Mine;1994;7;4;10;4
The Geisha Boy;1958;6,1;6;6;16
The Marauders;1955;6,5;6;7;3
Lies;1983;7,5;7;8;3
Un americano in vacanza;1945;4,8;4,75;5;8
Prova di memoria;1992;6;4;8;3
La congiuntura;1964;5,4;5,4;5;33
Cartagine in fiamme;1959;5,3;5;6;15
Io non vedo, tu non parli, lui non sente;1971;5,9;5,75;6;13
Eleni;1985;5,4;5;6;6
Bullitt;1968;7,4;7,62;7;96
This Boy's Life;1993;6,3;6,31;6;82
Profession: Aventuriers;1973;3,2;4;2;4
Judgment at Nuremberg;1961;8,1;8,07;8;100
Strictly Ballroom;1992;7;7,4;7;24
84 Charing Cross Road;1986;7,3;7,31;7;70
Street Smart;1987;6,3;6;7;6
The Court Jester;1956;7,3;7,33;7;11
The Van;1989;4;4;4;3
The Story of Louis Pasteur;1936;7,5;7;8;3
The Angel Wore Red;1960;4,5;4;5;4
Artists and Models;1955;7,1;6,78;7;55
Love Field;1992;6;6,33;6;15
Late for Dinner;1991;4,3;4;5;3
Trapped and Deceived;1994;7,5;6;9;3
The Bad Seed;1956;8,1;8,57;8;28
Sarahsara;1994;4;3;5;5
Shalako;1968;6,3;6;7;13
Three Coins in the Fountain;1954;6,6;6,5;7;10
The Spirit of Saint Louis;1957;7;7,12;7;61
Faces;1968;8;8,12;8;51
Thor il conquistatore;1982;3,4;3;4;9
Monte Miracolo;1943;4;4;4;3
Laser Mission;1989;6,1;4,67;8;5
A River Runs Through It;1992;6,4;6,25;7;84
Processo alla citta;1952;8;7,88;8;24
To meteoro vima tou pelargou;1991;5,7;5,71;6;22
One Good Cop;1991;4,9;4;6;5
The Naked Gun 2 1/2: The Smell of Fear;1991;7,1;7,08;7;160
White Witch Doctor;1953;6,6;6,67;7;11
Iron Will;1994;5,3;5;6;12
Another Stakeout;1993;6,1;6;6;19
Schindler's List;1993;8,4;8,47;8;600
Cabin Boy;1994;6,2;6;6;4
Brutti, sporchi e cattivi;1976;8,1;8,1;8;197
Buck Rogers in the 25th Century;1979;5,1;4;6;6
Silent Running;1971;6,1;6,1;6;55
Fort Ti;1953;5,5;4;7;3
Funny Girl;1968;7,1;7;7;32
The Thing;1982;8,4;8,26;8;500
The Day of the Locust;1974;7,7;8,11;7;40
The Asphyx;1973;4,8;4;6;8
Phar Lap;1983;7;6;8;3
Deep Red;1994;3;4;2;3
India: Matri Bhumi;1959;7,3;7,33;7;17
Cattle Queen of Montana;1954;6,8;8;6;6
Fari nella nebbia;1942;5,6;6;5;10
The Court Martial of Billy Mitchell;1955;7,5;7,5;8;8
Victim;1961;7,2;7,25;7;21
La contessa azzurra;1960;5,3;5,67;5;6
The Entity;1981;5,5;4,6;6;35
The Bounty Hunter;1954;6,3;6,33;6;18
Crash Dive;1943;6;5,4;7;16
La valle di pietra - Kalkstein;1992;8,2;8;8;8
Teorema;1968;7,4;7,14;8;103
Bad Lieutenant;1992;8,1;8,07;8;259
The Long Walk Home;1990;7,2;7,4;7;31
Our Sons;1991;8;6;10;3
Shoot Out;1971;5,9;5;7;32
Mutiny on the Bounty;1962;6,8;6,38;7;71
Some Came Running;1958;8,2;8,29;8;58
Only the Valiant;1950;6,3;6,4;6;19
The Man with a Cloak;1951;5,8;6;6;6
Doctor Zhivago;1965;7,7;7,83;8;150
Viva Max;1969;5,7;6;5;4
Timerider;1983;4,7;4;5;6
Manhattan Murder Mystery;1993;7,3;7,32;7;276
Undercover Blues;1993;5,6;5,38;6;24
La carriere de Suzanne;1963;6,6;6,67;7;33
Camilla;1994;6;7;5;5
Fixing the Shadow;1992;5,9;6;6;5
Romeo Is Bleeding;1993;6,6;6,38;7;48
City of Joy;1992;6,4;6,25;7;25
Prisoners of Honor;1991;6,4;6,67;6;20
Assassination Bureau;1968;7,4;8;7;16
Fanny Pelopaja;1984;5,6;6;5;15
Critters 3;1991;3,6;3,5;4;10
Consenting Adults;1992;4,9;4,8;5;25
The Man Who Wouldn't Die;1993;6;6;6;5
The Story of Three Loves;1953;5,9;6;6;9
Montana;1990;5,7;6;5;4
Nerosubianco;1968;5,5;5,33;6;16
Sex and the Single Girl;1964;6,2;6;6;8
Night and the City;1992;5,5;5;6;17
