MOVIE_TITLE;RELEASE_YEAR;TOMATOMETER_STATUS;RATING_TOMATOMETER;RATING_AUDIENCE;FRESH_CRITICS_COUNT;ROTTEN_CRITICS_COUNT;CRITICS_COUNT;TOP_CRITICS_COUNT
Lara Croft Tomb Raider - The Cradle of Life;2003;Rotten;24;44;42;132;174;40
The Laramie Project;2002;Fresh;92;80;12;1;13;1
L'Argent;1983;Fresh;97;82;28;1;29;6
Larger Than Life;1996;Rotten;11;29;2;17;19;7
Heartbreaker (L'Arnacoeur);2010;Fresh;68;66;54;25;79;20
Larry Crowne;2011;Rotten;37;41;74;128;202;50
Larry the Cable Guy: Health Inspector;2006;Rotten;5;52;2;37;39;14
Lassie;2006;Certified-Fresh;93;64;65;5;70;28
Lassie Come Home;1943;Fresh;94;75;15;1;16;5
Lassiter;1984;Fresh;71;31;5;2;7;1
Lasso;1900;Fresh;67;70;6;3;9;0
Last Action Hero;1993;Rotten;38;47;18;30;48;8
The Last Airbender;2010;Rotten;5;30;10;181;191;47
The Last Boy Scout;1991;Rotten;47;68;17;19;36;5
Last Call at the Oasis;2012;Fresh;81;88;21;5;26;12
The Last Castle;2001;Rotten;52;74;60;55;115;30
Last Chance Harvey;2009;Certified-Fresh;71;53;113;46;159;41
Last Day of Summer;2010;Rotten;17;23;1;5;6;2
Last Days;2005;Rotten;58;50;70;51;121;39
Last Days Here;2012;Fresh;86;90;18;3;21;8
Last Days In The Desert;2016;Certified-Fresh;76;45;54;17;71;18
Last Days in Vietnam;2014;Certified-Fresh;95;84;59;3;62;24
Last Days of Disco;1998;Fresh;73;66;44;16;60;13
The Last Detail;1973;Fresh;89;87;32;4;36;7
The Last Emperor;1987;Certified-Fresh;89;88;64;8;72;17
The Last Exorcism;2010;Fresh;72;35;117;45;162;34
Last Flag Flying;2017;Certified-Fresh;78;71;166;47;213;47
The Last Flight of Noah's Ark;1980;Rotten;40;41;2;3;5;2
Last Hijack;2014;Fresh;94;57;15;1;16;4
Last Holiday;1950;Fresh;100;79;8;0;8;3
Last Holiday;2006;Rotten;56;67;68;53;121;32
The Last House on the Left;1972;Fresh;62;44;24;15;39;5
The Last Hurrah;1958;Fresh;86;82;12;2;14;0
The Last King of Scotland;2006;Certified-Fresh;87;89;161;24;185;53
The Last Kiss;2006;Rotten;46;59;60;71;131;36
Last Knights;2015;Rotten;16;46;5;26;31;14
The Last Legion;2007;Rotten;15;34;8;47;55;23
Last Love;2013;Rotten;31;53;12;27;39;16
Last Man Standing;1996;Rotten;37;51;11;19;30;6
Last Men in Aleppo;1900;Fresh;97;75;34;1;35;14
The Last Mogul (Life and Times of Lew Wasserman);2005;Fresh;81;55;13;3;16;7
The Last New Yorker;2010;Rotten;36;17;4;7;11;7
The Last of Sheila;1973;Fresh;86;85;12;2;14;1
Last of the Red Hot Lovers;1972;Rotten;33;81;2;4;6;3
Last Ounce of Courage;2012;Rotten;0;69;0;16;16;5
Last Passenger;1900;Fresh;85;58;17;3;20;8
The Last Picture Show;1971;Certified-Fresh;100;90;57;0;57;15
Last Rampage;2017;Fresh;64;49;7;4;11;4
The Last Samurai;2003;Fresh;66;83;146;75;221;45
Last Shift;2015;Fresh;100;51;8;0;8;1
The Last Sin Eater;2007;Rotten;21;72;8;30;38;14
The Last Stand;2013;Fresh;61;53;102;64;166;39
The Last Station;2010;Fresh;71;67;105;43;148;43
Last Summer in the Hamptons;1995;Fresh;64;47;9;5;14;2
Last Tango in Paris;1972;Certified-Fresh;83;76;33;7;40;8
The Last Temptation of Christ;1988;Certified-Fresh;81;84;47;11;58;9
The Last Time I Saw Paris;1954;Fresh;88;49;7;1;8;4
Last Train from Gun Hill;1900;Fresh;83;80;5;1;6;0
Last Train Home;2010;Certified-Fresh;100;87;54;0;54;18
The Last Tycoon;1976;Rotten;43;40;9;12;21;4
The Last Unicorn;1982;Fresh;71;86;15;6;21;4
Last Vegas;2013;Rotten;46;59;67;79;146;37
The Last Voyage;1960;Fresh;60;60;3;2;5;0
The Last Wave;1977;Fresh;81;79;13;3;16;1
Last Weekend;2014;Rotten;38;35;8;13;21;11
The Last Winter;2007;Certified-Fresh;76;34;39;12;51;18
Last Year at Marienbad (L'annee derniere a Marienbad);1961;Certified-Fresh;94;85;48;3;51;13
L'Atalante;1934;Fresh;100;89;35;0;35;12
Late Bloomers;1997;Rotten;20;54;1;4;5;0
Late for Dinner;1991;Rotten;58;66;7;5;12;3
Late Marriage;2002;Certified-Fresh;88;79;56;8;64;23
Late Phases;2014;Fresh;63;44;12;7;19;5
The Late Show;1977;Fresh;95;79;18;1;19;2
Latter Days;2004;Rotten;46;79;22;26;48;18
Laugh Killer Laugh;2015;Rotten;33;29;2;4;6;3
Laura Smiles;2006;Rotten;47;54;7;8;15;10
Laurel Canyon;2003;Fresh;68;52;75;35;110;32
Laurence Anyways;2013;Certified-Fresh;84;79;52;10;62;21
Lavender;2017;Rotten;36;27;8;14;22;7
The Lavender Hill Mob;1951;Fresh;100;87;30;0;30;4
L'Avventura;1960;Certified-Fresh;94;88;44;3;47;10
Law Abiding Citizen;2009;Rotten;26;75;41;119;160;39
Law of Desire;1987;Fresh;100;82;13;0;13;3
Lawless;2012;Fresh;66;74;144;73;217;49
Lawless Heart;2002;Certified-Fresh;87;58;46;7;53;27
Lawman;1971;Fresh;63;61;5;3;8;1
The Lawnmower Man;1992;Rotten;34;31;14;27;41;6
Lawnmower Man 2 - Jobe's War (Lawnmower Man 2: Beyond Cyberspace);1996;Rotten;11;12;1;8;9;3
Lawrence of Arabia;1962;Certified-Fresh;98;93;86;2;88;23
Laws of Attraction;2004;Rotten;18;47;27;121;148;42
Lay the Favorite;2012;Rotten;18;19;9;42;51;22
Layer Cake;2005;Certified-Fresh;80;84;113;28;141;35
The Lazarus Project;2008;Fresh;60;45;3;2;5;0
Lazer Team;2016;Fresh;60;69;21;14;35;12
Lazy Eye;2016;Fresh;67;42;8;4;12;6
Lazy Susan;2020;Rotten;10;47;1;9;10;6
LBJ;2017;Rotten;58;54;49;36;85;26
Change of Plans (Le Code a Change);2010;Rotten;50;33;8;8;16;9
The Decline of the American Empire (Le Declin de l'Empire Americain);1986;Fresh;86;82;12;2;14;1
Le Feu follet (A Time to Live and a Time to Die) (The Fire Within);1963;Fresh;82;90;9;2;11;5
Salt of This Sea (Milh Hadha al-Bahr);2010;Rotten;54;64;7;6;13;4
Le amiche;1955;Fresh;100;82;16;0;15;6
Le Cercle Rouge;1970;Certified-Fresh;95;92;58;3;61;22
Le Deuxieme souffle (Second Breath);1966;;;67;10;0;;3
Le Doulos;1962;Fresh;97;91;28;1;29;13
Le Havre;2011;Certified-Fresh;99;75;94;1;95;38
Le Jour se leve (Daybreak);1900;Fresh;92;89;22;2;24;11
Le Mans;1971;Fresh;67;80;8;4;12;2
Le nom des gens (The Names of Love);2011;Certified-Fresh;72;78;38;15;53;27
Le passe (The Past);2013;Certified-Fresh;93;83;143;11;154;43
Le Petit Lieutenant;2006;Certified-Fresh;78;64;43;12;55;25
Le samourai;1900;Fresh;100;94;31;0;31;9
Le Week-End;2014;Certified-Fresh;89;56;137;17;154;41
The League of Extraordinary Gentlemen;2003;Rotten;17;44;32;152;184;42
A League of Their Own;1992;Certified-Fresh;78;84;54;15;69;20
Lean on Me;1989;Fresh;69;85;11;5;16;2
Lean on Pete;2018;Certified-Fresh;90;74;169;18;187;40
Leap!;2017;Rotten;42;62;26;36;62;20
Leap Year;2010;Rotten;23;47;32;107;139;37
Leap Year (Ano bisiesto);2011;Fresh;92;56;24;2;26;13
Learning To Drive;2015;Fresh;65;58;64;34;98;28
Least Among Saints;2012;Rotten;36;87;4;7;11;4
Leatherface;2017;Rotten;30;24;13;31;44;10
Leatherface: The Texas Chainsaw Massacre III;;Rotten;19;31;3;13;16;1
Leatherheads;2008;Rotten;51;38;87;82;169;38
Leave Her to Heaven;1945;Fresh;92;86;24;2;26;10
Leave it on the Floor;2013;Fresh;70;68;7;3;10;3
Leave It to Beaver;1997;Rotten;21;31;6;22;28;10
Leave No Trace;2018;Certified-Fresh;100;81;234;0;234;47
Leave The World Behind;2014;Fresh;75;82;6;2;8;3
Leaving Home, Coming Home: A Portrait of Robert Frank;2019;Fresh;90;;9;1;10;4
Leaving Las Vegas;1995;Certified-Fresh;91;85;48;5;53;13
Lebanon (Levanon);2010;Certified-Fresh;90;72;99;11;110;30
Lebanon, Pa.;2011;Rotten;50;47;8;8;16;10
L'Eclisse;1962;Fresh;90;89;26;3;29;9
Lee Daniels' The Butler;2013;Fresh;72;78;141;56;197;53
Left Behind;2014;Rotten;1;38;1;67;68;20
Left Behind: The Movie;2001;Rotten;16;56;7;38;45;14
Left on Purpose;2017;Fresh;88;100;7;1;8;4
Legacy: Black Ops;1900;Fresh;86;42;6;1;7;1
Legacy of Lies;1900;Fresh;86;60;6;1;7;1
Legal Eagles;1986;Rotten;44;32;7;9;16;2
Legally Blonde;2001;Fresh;70;72;103;44;147;36
Legally Blonde 2 - Red, White & Blonde;2003;Rotten;37;43;58;99;157;40
Legend;2015;Fresh;61;59;104;66;170;39
The Legend of 1900 (La leggenda del pianista sull'oceano);1999;Rotten;54;92;22;19;41;11
The Legend of Bagger Vance;2000;Rotten;43;65;56;74;130;35
The Legend of Billie Jean;1985;Rotten;45;75;5;6;11;1
The Legend of Drunken Master (Jui kuen II) (Drunken Fist II);1900;Certified-Fresh;83;88;65;13;78;26
The Legend of Hell House;1973;Fresh;62;56;13;8;21;3
The Legend of Johnny Lingo;1900;Rotten;13;71;2;13;15;3
Die Stille nach dem Schuss (The Legend of Rita) (The Legends of Rita);2000;Fresh;80;75;12;3;15;4
Legend Of The Demon Cat (Kukai);2019;Fresh;91;38;10;1;11;4
Legend of the Fist: The Return of Chen Zhen;2011;Rotten;47;53;17;19;36;10
Legend of the Guardians: The Owls of Ga'Hoole;2010;Rotten;52;63;68;64;132;27
Legend of the Mountain;2001;Fresh;100;;11;0;11;3
The Legend of Zorro;1900;Rotten;26;48;36;101;137;33
Legendary;2010;Rotten;18;59;8;36;44;20
Legends of Oz: Dorothy's Return;2014;Rotten;16;68;10;51;61;20
Legends of the Fall;1994;Rotten;58;87;33;24;57;19
Legion;2010;Rotten;19;31;20;85;105;20
Legion of Brothers;2017;Fresh;100;66;7;0;7;6
Legionnaire;1998;Rotten;29;30;2;5;7;1
Lemony Snicket's A Series of Unfortunate Events;2004;Fresh;72;63;116;46;162;39
Lemora - A Child's Tale of the Supernatural;1900;Fresh;86;58;6;1;7;0
Len and Company;2016;Fresh;70;54;7;3;10;5
L'Enfant;2006;Certified-Fresh;85;72;96;17;113;36
Sister;2012;Certified-Fresh;96;75;67;3;70;27
L'Enfer d'Henri-Georges Clouzot (Henri-George Clouzot's Inferno);2010;Fresh;100;82;32;0;32;14
Lenny;1974;Fresh;88;88;22;3;25;1
Leon: The Professional;1994;Certified-Fresh;74;95;48;17;65;18
Leonard Part 6;1987;Rotten;9;20;1;10;11;0
Leonard Cohen: I'm Your Man;1900;Fresh;69;60;52;23;75;34
Leonie;2013;Rotten;42;52;5;7;12;7
Leprechaun;1993;Rotten;21;32;3;11;14;1
Leprechaun in the Hood;2000;Rotten;30;32;3;7;10;0
Leprechaun 2;1994;Rotten;0;29;0;16;16;1
Leprechaun 3;1900;Rotten;0;34;0;5;5;0
Leprechaun 4: In Space;1997;Rotten;14;21;1;6;7;0
Leprechaun: Back 2 tha Hood;2003;Rotten;22;31;2;7;9;0
Leprechaun: Origins;2014;Rotten;0;10;0;7;7;1
Leprechaun Returns;2018;Rotten;44;48;4;5;9;0
Leroy & Stitch;1900;Rotten;40;53;2;3;5;0
Les Plages d'Agnes (The Beaches of Agnes);2008;Certified-Fresh;96;89;69;3;72;31
Heartbeats;2011;Certified-Fresh;73;71;53;20;73;27
The Adventures of Pinocchio (Les aventures de Pinocchio);1996;Rotten;36;26;9;16;25;11
Les femmes de l'ombre;2008;Fresh;75;71;6;2;8;1
Les femmes du 6e etage (The Women on the 6th Floor);2011;Fresh;67;67;45;22;67;26
Les Girls;1957;Fresh;100;71;8;0;8;2
Les Miserables;2012;Fresh;69;79;177;78;255;49
Lesbian Vampire Killers;2009;Rotten;28;32;7;18;25;3
Leslie Jones: Time Machine;2020;Fresh;100;27;6;0;6;2
Less Than Zero;1987;Rotten;50;63;13;13;26;3
Lessons of Darkness;1995;Fresh;100;92;10;0;10;0
Let Fury Have The Hour;2012;Rotten;42;70;5;7;12;9
Let Him Have It;1991;Fresh;84;86;31;6;37;15
Let it Rain (Parlez-moi de la pluie);2010;Certified-Fresh;76;42;38;12;50;22
Let It Ride;1989;Rotten;27;75;3;8;11;0
Let It Snow;1900;Fresh;81;45;21;5;26;2
Let Me In;2010;Certified-Fresh;88;76;208;28;236;48
Let My People Go!;2013;Rotten;33;34;5;10;15;10
Let the Bullets Fly;2012;Fresh;76;71;25;8;33;17
Let the Devil Wear Black;1999;Rotten;57;27;4;3;7;0
Let The Fire Burn;2013;Certified-Fresh;98;90;44;1;45;21
Let the Right One In;2008;Certified-Fresh;98;90;186;4;190;46
Let the Sunshine In (Un beau soleil interieur);2018;Certified-Fresh;86;31;121;19;140;37
Let There Be Light;2017;Rotten;30;74;3;7;10;4
Let Us Prey;1900;Fresh;83;43;10;2;12;0
Lethal Weapon;1987;Certified-Fresh;81;86;46;11;57;15
Lethal Weapon 2;1989;Certified-Fresh;82;77;37;8;45;7
Lethal Weapon 3;1992;Fresh;60;61;29;19;48;10
Lethal Weapon 4;1998;Rotten;54;64;37;32;69;13
Let's Be Cops;2014;Rotten;18;51;15;67;82;19
Let's Be Evil;2016;Rotten;15;16;2;11;13;4
Let's Do It Again;1975;Fresh;63;87;5;3;8;1
Let's Get Lost;1989;Fresh;96;87;27;1;28;16
Let's Go to Prison;2006;Rotten;12;48;5;36;41;14
Let's Kill Ward's Wife;2015;Rotten;17;29;1;5;6;3
Let's Make Love;1960;Fresh;69;60;11;5;16;0
Let's Scare Jessica to Death;1971;Rotten;30;50;3;7;10;1
Let's Talk About Sex;1998;Rotten;13;30;2;13;15;3
Letter From an Unknown Woman;1948;Fresh;100;86;23;0;23;5
A Letter to Three Wives;1949;Fresh;94;86;17;1;18;2
Letters From Baghdad;2017;Fresh;84;64;32;6;38;16
Letters from Iwo Jima;2006;Certified-Fresh;91;86;184;18;202;53
Letters To God;2010;Rotten;26;75;6;17;23;3
Letters to Juliet;2010;Rotten;42;62;66;92;158;43
Levantando a papa;2007;Rotten;23;13;3;10;13;2
Level 16;2019;Fresh;82;66;18;4;22;3
Level Five;2014;Fresh;94;52;17;1;18;5
Leviathan;2014;Certified-Fresh;98;80;146;3;149;45
Leviathan;1989;Rotten;24;26;6;19;25;2
Leviathan;2013;Certified-Fresh;83;54;43;9;52;19
Levitated Mass: The Story of Michael Heizer's Monolithic Sculpture;2014;Fresh;100;75;6;0;6;2
Lez Bomb;2018;Fresh;89;67;8;1;9;2
L!fe Happens;2012;Rotten;26;30;8;23;31;16
LFO: The Movie;1900;Fresh;100;67;6;0;6;0
Liam Gallagher: As It Was;1900;Fresh;60;66;18;12;30;8
Lianna;1983;Fresh;82;64;14;3;17;0
Libeled Lady;1936;Fresh;86;88;12;2;14;0
Liberal Arts;2012;Fresh;71;60;81;33;114;33
The Libertine;2006;Rotten;33;58;41;82;123;37
Liberty Heights;1999;Certified-Fresh;85;76;41;7;48;13
Liberty Kid;2008;Fresh;88;73;15;2;17;8
Liberty Stands Still;2002;Rotten;20;36;1;4;5;1
The Librarian: Quest for the Spear;2004;Fresh;60;57;3;2;5;0
Licence To Kill;1989;Certified-Fresh;78;61;45;13;58;14
License to Drive;1988;Rotten;17;61;3;15;18;4
The Lickerish Quartet;1970;Fresh;67;57;6;3;9;1
Lies & Alibis;2006;Rotten;57;54;4;3;7;1
Life of Pi;2012;Certified-Fresh;87;84;218;33;251;54
Life;2015;Fresh;64;44;39;22;61;17
Life;2017;Fresh;67;54;170;83;252;50
Life 2;2011;Fresh;89;55;8;1;9;5
Life, Above All;2011;Certified-Fresh;82;82;61;13;74;31
Life After Beth;2014;Rotten;44;30;42;53;95;33
Life After Flash;1900;Fresh;88;87;7;1;8;0
The Life and Death of Colonel Blimp;1943;Fresh;96;91;26;1;27;6
The Life and Times of Judge Roy Bean;1972;Fresh;80;75;8;2;10;1
Life, Animated;2016;Certified-Fresh;94;81;109;7;116;34
The Life Aquatic with Steve Zissou;2004;Rotten;56;82;125;98;223;53
Life as a House;2001;Rotten;47;88;49;56;105;32
The Life Before Her Eyes;2007;Rotten;23;51;22;73;95;33
Life During Wartime;1997;Rotten;56;15;9;7;16;4
Life in a... Metro;2007;Rotten;40;78;2;3;5;2
Life Inside Out;2014;Fresh;67;86;6;3;9;5
Life Is Hot in Cracktown;2009;Rotten;50;54;3;3;6;1
Life Itself;2014;Certified-Fresh;98;88;195;5;200;52
A Life Less Ordinary;1997;Rotten;41;59;15;22;37;9
Life of a King;2014;Rotten;43;65;6;8;14;5
Life Of Crime;2014;Fresh;68;37;54;26;80;32
The Life of David Gale;2003;Rotten;19;81;30;127;157;38
The Life of Emile Zola;1937;Fresh;82;73;27;6;33;9
Life of Riley;2014;Fresh;76;44;22;7;29;11
Life of the Party;2018;Rotten;38;39;57;94;151;35
Life on the Line;2016;Rotten;0;35;0;15;15;8
Life or Something Like It;2002;Rotten;28;44;34;88;122;32
Life Overtakes Me;1900;Fresh;100;75;5;0;5;0
Life Partners;2014;Fresh;67;46;24;12;36;11
Life Stinks;1991;Rotten;18;45;3;14;17;1
Life Tracker;2013;Fresh;100;60;6;0;6;1
Life With Father;1947;Fresh;92;78;11;1;12;2
Life with Mikey;1993;Rotten;25;40;3;9;12;2
Lifeboat;1944;Fresh;92;87;24;2;26;4
Lifechanger;2018;Fresh;86;59;19;3;22;1
Lifeforce;1985;Rotten;58;45;15;11;26;0
Lifeguard;1976;Rotten;40;73;2;3;5;1
Life's a Breeze;2014;Rotten;53;40;8;7;15;6
At the Edge of the World;2009;Fresh;87;48;13;2;15;8
Light It Up;1999;Rotten;39;75;19;30;49;19
Light of My life;2019;Certified-Fresh;81;74;44;10;54;13
Light Sleeper;1992;Fresh;87;64;33;5;38;14
Lightning Bug;2004;Rotten;38;64;3;5;8;0
Lightning Over Water;1980;Fresh;67;70;6;3;9;2
Lights Out;2016;Certified-Fresh;76;61;133;43;176;37
Like Dandelion Dust;2010;Fresh;82;76;14;3;17;5
Like a Boss;2020;;;;32;116;;27
Like Crazy;2011;Certified-Fresh;72;61;111;44;155;47
Like Father;2018;Rotten;46;46;19;22;41;16
Like Father, Like Son;2014;Certified-Fresh;87;89;88;13;101;40
Like Me;2018;Fresh;70;54;19;8;27;7
Like Mike;2002;Rotten;57;52;55;42;97;32
Like Minds (Murderous Intent);2006;Rotten;38;63;3;5;8;6
Like Someone in Love;2013;Certified-Fresh;83;60;85;17;102;39
Like Stars on Earth;2007;Fresh;91;96;10;1;11;4
Like Sunday, Like Rain;2015;Rotten;50;65;9;9;18;6
Like Water for Chocolate (Como Agua para Chocolate);1992;Certified-Fresh;87;84;40;6;46;10
Li'l Quinquin;1900;Fresh;100;79;22;0;22;10
Lila & Eve;2015;Rotten;40;41;16;24;40;15
Lila, Lila;2014;Fresh;60;64;3;2;5;3
Lila Says;2005;Fresh;68;77;27;13;40;14
Lili;1953;Fresh;100;81;7;0;7;0
Lilith;1964;Fresh;86;66;6;1;7;1
Lilo & Stitch;2002;Certified-Fresh;86;77;127;21;148;35
Lilo & Stitch 2: Stitch Has a Glitch;2005;Rotten;40;56;4;6;10;0
Lilting;2014;Certified-Fresh;84;80;46;9;55;21
Limbo;1999;Fresh;72;69;28;11;39;6
Limelight;1952;Fresh;97;90;33;1;34;7
Limelight;2011;Fresh;67;64;14;7;21;12
The Limey;1900;Certified-Fresh;92;78;76;7;83;25
Limitless;2011;Fresh;69;74;139;62;201;44
The Limits of Control;2009;Rotten;42;43;54;74;128;43
Lincoln;2012;Certified-Fresh;89;81;251;32;282;55
The Lincoln Lawyer;2011;Certified-Fresh;83;82;146;29;175;44
Linda Ronstadt: The Sound of My Voice;2019;Certified-Fresh;89;99;81;10;91;16
Line of Duty;2019;Rotten;59;39;10;7;17;5
Linsanity;2013;Fresh;64;77;16;9;25;11
Lion;2016;Certified-Fresh;84;91;223;41;264;49
The Lion King 1 1/2;2004;Fresh;78;62;14;4;18;1
Lion of the Desert (Omar Mukhtar);1981;Fresh;71;93;5;2;7;1
Lionheart;1991;Rotten;31;52;5;11;16;4
Lions for Lambs;2007;Rotten;27;47;50;134;184;51
Lipstick;1976;Rotten;11;37;1;8;9;1
Lipstick & Dynamite: The First Ladies of Wrestling;2004;Fresh;63;57;24;14;38;17
Listen Up Philip;2014;Certified-Fresh;82;54;109;24;133;40
Listening;2015;Rotten;17;42;2;10;12;6
Literally, Right Before Aaron;2017;Rotten;25;48;5;15;20;8
Little Fauss and Big Halsy;1970;Rotten;33;46;2;4;6;4
Little;2019;Rotten;46;60;73;84;157;36
Little Accidents;2015;Rotten;54;29;21;18;39;13
Little Ashes;2009;Rotten;24;49;17;53;70;30
Little Big League;1994;Rotten;31;53;5;11;16;3
Little Big Man;1970;Fresh;96;87;25;1;26;2
Little Big Soldier (Da bing xiao jiang);2011;Fresh;79;69;11;3;14;6
Little Birds;2012;Rotten;59;42;13;9;22;12
Little Black Book;2004;Rotten;22;37;24;87;111;34
Little Boy;2015;Rotten;24;78;13;41;54;21
Little Boy Blue;1998;Rotten;25;70;2;6;8;0
Little Buddha;1994;Fresh;68;53;17;8;25;10
Little Caesar;1931;Fresh;92;75;22;2;24;6
Little Children;2006;Certified-Fresh;80;82;129;33;162;48
Little Dieter Needs to Fly: Escape from Laos;1998;Fresh;93;94;13;1;14;4
Little Evil;2017;Fresh;92;47;11;1;12;0
Little Fockers;2010;Rotten;9;34;14;137;151;42
The Little Foxes;1941;Fresh;100;88;15;0;15;0
Little Fugitive;1953;Fresh;93;88;14;1;15;4
Little Giants;1994;Rotten;36;63;4;7;11;1
The Little Girl Who Lives Down the Lane;1976;Fresh;91;75;11;1;11;2
Little Italy;2018;Rotten;14;59;3;19;22;3
Little Jerusalem;2006;Fresh;63;67;17;10;27;15
Little Joe;2019;Fresh;68;42;78;37;115;23
Little Man;2006;Rotten;12;55;11;79;90;28
Little Man;2005;Fresh;60;80;9;6;15;7
Little Man Tate;1991;Fresh;73;66;19;7;26;4
Little Manhattan;2005;Fresh;77;86;24;7;31;9
Little Men;1998;Rotten;14;79;1;6;7;3
Little Men;2016;Certified-Fresh;97;63;138;5;143;38
The Little Mermaid: Ariel's Beginning;2008;Rotten;33;56;2;4;6;0
Little Miss Sunshine;2006;Certified-Fresh;91;91;198;20;218;54
Little Monsters;1989;Rotten;44;62;4;5;9;1
Little Monsters;2019;Certified-Fresh;80;100;102;26;128;15
Little Nicky;2000;Rotten;22;56;25;90;115;30
Little Nikita;1988;Rotten;54;45;7;6;13;5
Little Odessa;1995;Fresh;61;70;11;7;18;4
Little Pink House;2018;Fresh;76;80;22;7;29;10
Little Red Wagon;2012;Rotten;45;61;5;6;11;2
Little Secrets;2002;Fresh;60;58;29;19;48;17
Little Sister;2016;Fresh;94;56;32;2;34;10
The Little Vampire;2000;Rotten;55;55;36;30;66;23
Little Voice;1998;Certified-Fresh;79;74;38;10;48;12
Little White Lie;2014;Fresh;80;80;4;1;5;3
Little White Lies;2012;Rotten;42;64;30;41;71;31
Little Women;2018;Rotten;30;70;8;19;27;8
Little Woods;2019;Certified-Fresh;95;53;91;5;96;18
Littlerock;2011;Fresh;82;71;23;5;28;11
The Littlest Rebel;1935;Fresh;89;71;8;1;9;0
Live and Let Die;1973;Fresh;66;64;33;17;50;8
Live At The Foxes Den;2013;Rotten;0;74;0;5;5;4
Live By Night;2017;Rotten;35;41;82;155;236;47
Live Die Repeat: Edge of Tomorrow;2014;Certified-Fresh;91;90;293;30;323;63
Live Flesh (Carne tremula);1998;Certified-Fresh;81;87;34;8;42;12
Live Forever (Live Forever: The Rise and Fall of Brit Pop);2003;Fresh;80;83;4;1;5;1
Live Free or Die Hard;2007;Certified-Fresh;82;86;171;38;209;52
Live-In Maid;2007;Fresh;100;75;33;0;33;18
Live Nude Girls;1995;Rotten;38;39;3;5;8;1
Live Nude Girls Unite!;2000;Fresh;82;63;14;3;17;4
Live Twice, Love Once (Vivir dos veces);1900;Rotten;50;72;4;4;8;0
Living Among Us;2018;Rotten;14;74;1;6;7;2
The Living Daylights;1987;Fresh;73;66;40;15;55;15
Living in Emergency: Stories of Doctors Without Borders;2010;Fresh;93;79;25;2;27;17
Living in Oblivion;1995;Fresh;88;87;28;4;32;6
Living Is Easy With Eyes Closed;2014;Fresh;94;77;15;1;16;7
Living Out Loud;1998;Rotten;59;63;20;14;34;8
The Living Wake;2010;Rotten;47;71;8;9;17;8
Liyana;2018;Fresh;97;74;35;1;36;6
Liz & Dick;2012;Rotten;33;19;2;4;6;4
Lizzie;2018;Fresh;66;48;99;50;149;30
Lizzie Borden Took an Ax;1900;Rotten;40;34;6;9;15;6
The Lizzie McGuire Movie;2003;Rotten;41;49;42;61;103;32
Lloyd The Conqueror;1900;Fresh;80;46;4;1;5;1
Lo and Behold, Reveries of the Connected World;2016;Certified-Fresh;93;67;131;10;141;32
Local Color;2006;Rotten;35;58;6;11;17;8
Local Hero;1983;Fresh;100;87;35;0;35;8
Lock, Stock and Two Smoking Barrels;1999;Certified-Fresh;75;93;49;16;65;19
Locke;2014;Certified-Fresh;91;72;195;20;215;55
Locker 13;2014;Rotten;13;53;1;7;8;4
Lockout;2012;Rotten;38;46;52;86;138;37
Loco Love;2003;Rotten;20;30;1;4;5;2
The Locusts;1997;Rotten;18;44;2;9;11;4
Logan;2017;Certified-Fresh;93;90;386;28;414;60
Logan Lucky;2017;Certified-Fresh;92;76;259;23;282;49
Logan's Run;1976;Fresh;62;67;21;13;34;4
Loggerheads;2005;Certified-Fresh;73;65;35;13;48;19
Loins of Punjab Presents;2007;Fresh;64;72;7;4;11;5
Loitering With Intent;2015;Rotten;33;26;9;18;27;10
LOL;2006;Fresh;100;33;11;0;11;3
LOL;2012;Rotten;17;51;1;5;6;1
Lola Versus;2012;Rotten;36;31;30;53;83;34
London Boulevard;2011;Rotten;38;30;18;30;48;16
London mon amour (Mes amis, mes amours);2008;Fresh;63;41;5;3;8;1
London Fields;2018;Rotten;0;48;0;35;35;10
London Has Fallen;2016;Rotten;28;51;54;142;196;38
London River;2011;Fresh;91;67;30;3;33;12
London: The Modern Babylon;2013;Fresh;89;82;8;1;9;5
London Town;2016;Rotten;53;68;9;8;17;7
London's Finest (Hackney's Finest);1900;Rotten;40;33;2;3;5;2
The Lone Ranger and the Lost City of Gold;1958;Fresh;60;71;3;2;5;0
Lone Survivor;2014;Certified-Fresh;75;87;167;57;224;48
Lone Wolf and Cub - Baby Cart at the River Styx;1972;Fresh;100;91;7;0;7;1
Lone Wolf and Cub - Sword of Vengeance;1972;Fresh;83;90;10;2;12;2
Lone Wolf McQuade;1983;Rotten;57;66;4;3;7;2
The Loneliness of the Long Distance Runner;1962;Fresh;73;87;16;6;22;6
Lonely are the Brave;1962;Fresh;93;85;13;1;14;1
The Lonely Guy;1984;Rotten;48;47;10;11;21;4
Lonely Hearts;2006;Rotten;47;49;20;23;43;16
Lonesome Jim;2006;Fresh;60;57;54;36;90;29
Long Weekend (Nature's Grave);2008;Rotten;0;15;0;6;6;0
The Long Gray Line;1955;Fresh;100;76;9;0;9;2
The Long Kiss Goodnight;1996;Fresh;70;70;39;17;56;16
Long Life, Happiness & Prosperity;2004;Rotten;29;62;2;5;7;2
